Title,Brand,Price,ItemStatus,NbFavourite,UserRating,NbEvalUser,Description,URL,Type
Veste vintage Carhartt,Carhartt,300.0,3,3,4.8,163,"Veste vintage Carhartt ""Detroit jacket J001 Brn"" directe USA, comme neuve, très peu portée.Taille L.",https://www.vinted.fr/items/5977645334-veste-vintage-carhartt,manteaux
Parka Carhartt,Carhartt,120.0,3,0,4.9,84,"En perfecto estado
Envío rápido",https://www.vinted.fr/items/5980559096-parka-carhartt,manteaux
Carhartt rain jacket Yellow,Carhartt,150.0,3,0,4.9,77,Vendo per inutilizzo,https://www.vinted.fr/items/5982753890-carhartt-rain-jacket-yellow,manteaux
Chore coat Carharrt Navy,Carhartt,170.0,3,4,4.6,11,"A peine porté, belle qualité. Taille L exacte. Idéal intersaison et saison fraîche.",https://www.vinted.fr/items/5966095400-chore-coat-carharrt-navy,manteaux
Trenchcoat Carhartt Nero - NUOVO,Carhartt,135.0,1,4,4.9,210,"Trench-coat Carhartt Nero
Etichetta bandiera nera
Taglia M 
Regular Fit- taglio dritto 
100% tela di cotone
230 gr
NUOVO",https://www.vinted.fr/items/5955324975-trenchcoat-carhartt-nero-nuovo,manteaux
Giacca invernale uomo,Carhartt,130.0,2,0,5,13,"indossato solo due volte, NUOVO",https://www.vinted.fr/items/5977458858-giacca-invernale-uomo,manteaux
Manteau Carhartt,Carhartt,135.0,3,14,5,44,"Manteau à capuche avec 3 poches (une à l’intérieur)
Très peu porté
Manteau chaud 
Acheté 169€",https://www.vinted.fr/items/5929321979-manteau-carhartt,manteaux
Veste Carhartt Michigan coat,Carhartt,149.0,1,12,5,140,"Neuf jamais portée avec étiquette 
Michigan coat doublé édition spéciale, taille XS mais taille plutôt comme un S voir M",https://www.vinted.fr/items/5942743985-veste-carhartt-michigan-coat,manteaux
Casaco Cahrartt WIP Medley Jacket,Carhartt,160.0,2,3,5,40,"Como novo , casaco de homem da Cahrartt",https://www.vinted.fr/items/5961356788-casaco-cahrartt-wip-medley-jacket,manteaux
Abrigo de Carhartt,Carhartt,120.0,3,1,4.5,20,"Abrigo de Carhartt verde oliva oscuro, con capucha, muy calentito. Llega por la mitad del muslo más o menos. Está prácticamente nuevo. 
Precio original 220€",https://www.vinted.fr/items/5982044599-abrigo-de-carhartt,manteaux
Veste Carhartt,Carhartt,139.0,1,1,4.9,47,"⚠️taille grand donc taille M mais taille réel s
Veste neuve acheté 280 € en magasin,
Prix négociable 😁",https://www.vinted.fr/items/5976799856-veste-carhartt,manteaux
Veste Carhartt Wip elmwood jacket,Carhartt,120.0,3,0,4.9,66,"VESTE CARHARTT WIP ELMWOOD JACKET
Taille M
Prix neuf 199 euros
Aucun défaut",https://www.vinted.fr/items/5971082543-veste-carhartt-wip-elmwood-jacket,manteaux
giubbotto carhartt,Carhartt,110.0,3,38,4.3,30,prezzo trattabile,https://www.vinted.fr/items/3277787803-giubbotto-carhartt,manteaux
Giubbino carhart con cappuccio,Carhartt,120.0,3,0,5,11,"Usato pochissimo causa taglia piccola ,ottimo per il freddo ma anche per la mezza stagione ottima fattura tasche strategiche. 
Purtroppo mi va piccolo.
Originale non rigenerato.
Stupendo",https://www.vinted.fr/items/5991679077-giubbino-carhart-con-cappuccio,manteaux
Veste de pluie,Carhartt,110.0,2,11,4.8,78,"Veste de pluie, coupe vent.
Jamais portée. Neuve sans étiquette.
Elle est bleu clair à l'intérieur, bleu foncé à l'extérieur.",https://www.vinted.fr/items/4978694398-veste-de-pluie,manteaux
Veste Carhartt leine beige,Carhartt,130.0,3,54,No rating,No evaluations,Tres bon état,https://www.vinted.fr/items/1039928447-veste-carhartt-leine-beige,manteaux
Manteau Carhartt marron,Carhartt,125.0,3,13,5,36,"Manteau porté 3 fois. 
Manteau chaud. 
C’est du M carhartt donc va très bien à un L voir petit XL. 
Intérieur polaire.",https://www.vinted.fr/items/5933774269-manteau-carhartt-marron,manteaux
Giacca giubotto carhartt,Carhartt,120.0,1,2,4.9,147,"CARHARTT WIP
Carhartt WIP Fairmount Jeansjacke
Colore bianco panna
Nuovo mai usato
100% legit
Taglia L
Spedizione veloce e ben protetta",https://www.vinted.fr/items/5968243963-giacca-giubotto-carhartt,manteaux
Parka negra acolchada Carharrt Wip,Carhartt,125.0,1,5,5,52,No description,https://www.vinted.fr/items/5927485306-parka-negra-acolchada-carharrt-wip,manteaux
Carhartt wip stowe Parka,Carhartt,180.0,3,1,No rating,No evaluations,No description,https://www.vinted.fr/items/5980171816-carhartt-wip-stowe-parka,manteaux
Veste Carhartt Chore Coat,Carhartt,110.0,3,19,No rating,No evaluations,Bon état,https://www.vinted.fr/items/4051932007-veste-carhartt-chore-coat,manteaux
Active jacket carhartt,Carhartt,105.0,2,28,5,5,"Niet gedragen 
Zonder prijskaartje
Perfecte conditie",https://www.vinted.fr/items/5656836970-active-jacket-carhartt,manteaux
Chaqueta de Carhartt nimbus pullover nueva,Carhartt,120.0,1,21,5,9,Chaqueta de Carhartt nimbus pullover nueva,https://www.vinted.fr/items/5533399631-chaqueta-de-carhartt-nimbus-pullover-nueva,manteaux
Vintage Carhartt Distressed Work Jacket – Rugged & Timeless,Carhartt,135.0,2,7,4.6,53,"This vintage Carhartt distressed work jacket was purchased from a second-hand store, but its worn-in look isn’t just from age—it’s part of the jacket’s design. Made to have that rugged, lived-in aesthetic, this piece carries the signature Carhartt durability while embracing the vintage, workwear style that never goes out of fashion. Perfect for anyone who loves that effortlessly cool, distressed look with authentic workwear heritage. Heavy-duty, comfortable, and built to last.

Great condition! ✅
No Major Flaws! 💯
Open to Offers! 🤝

#Carhartt
#VintageCarhartt
#CarharttWIP
#DistressedJacket
#Workwear
#HeritageWorkwear
#RuggedStyle
#Streetwear
#UrbanFashion
#RetroStyle
#MensFashion
#Hypebeast
#RareFind
#TimelessStyle
#Gorpcore
#FunctionalFashion
#HeavyDutyWear
#ClassicWorkwear
#VintedFinds
#VintedSale
#FashionFinds
#UtilityWear
#StreetStyle
#ShopVinted
#VintageFinds
#AmericanWorkwear
#DenimJacket
#LeatherJacket
#OversizedFashion
#BaggyFit
#MinimalistFashion
#Techwear
#GrungeAesthetic
#Y2KFashion
#2000sStyle
#90sVintage
#OldMoneyAesthetic
#DarkAcademia
#SkaterStyle
#PunkFashion
#RockstarAesthetic
#OpiumFashion
#PlayboiCarti
#KanyeWestStyle
#DrakeStyle
#VirgilAbloh
#FearOfGod
#RickOwens
#RafSimons
#BalenciagaStyle
#YeezyFashion
#HoodByAir
#EdgyFashion
#AllBlackEverything
#WinterFashion
#LayeringSeason
#OOTD
#MensOutfitInspo
#VintageHype
#SecondHandStyle
#ThriftedFashion
#ResaleMarket
#TrendingNow
#FashionTrend
#StyleInspo
#MenswearDaily
#WardrobeGoals
#CasualStyle
#DenimOnDenim
#LuxuryStreetwear
#FunctionalWear
#OldSchoolFashion
#HipHopFashion
#GrungeStyle
#90sStreetwear",https://www.vinted.fr/items/5999673027-vintage-carhartt-distressed-work-jacket-rugged-timeless,manteaux
Manteau Carhartt ,Carhartt,110.0,2,12,4.9,28,Jamais porté,https://www.vinted.fr/items/2592282021-manteau-carhartt,manteaux
Carhartt Chore Coat,Carhartt,110.0,3,11,4.9,235,In very good condition,https://www.vinted.fr/items/5785816844-carhartt-chore-coat,manteaux
Veste Carhartt M,Carhartt,120.0,2,17,4,81,"Veste Carhartt M, très bon état",https://www.vinted.fr/items/5672749850-veste-carhartt-m,manteaux
manteau brooke jacket carhartt noire,Carhartt,110.0,3,22,4.5,36,"manteau noire 
carhartt 
taille M 
brooke jacket",https://www.vinted.fr/items/5292010579-manteau-brooke-jacket-carhartt-noire,manteaux
Carhartt Winterjacke in XS,Carhartt,30.0,4,7,5,2,Unisex Winterjacke. Einen Winter lange getragen. Viele Taschen und sehr warm.,https://www.vinted.fr/items/5152449779-carhartt-winterjacke-in-xs,manteaux
Carhartt Parka,Carhartt,50.0,3,6,5,257,"Carhartt Parka, Grösse XS/44, beige/hellbraun, Tunnelzug in Taille, aufgesetzte Taschen & Eingrifftaschen vorne, keine Flecken/Risse/Löcher o.ä., NP 100€",https://www.vinted.fr/items/726779556-carhartt-parka,manteaux
Carhartt Trenchcoat,Carhartt,70.0,1,14,5,11,"Trenchcoat new with tags, never worn",https://www.vinted.fr/items/5617775180-carhartt-trenchcoat,manteaux
Carhartt Quick Duck Livingston Herren-Jacke L,Carhartt,89.0,1,17,5,4,Neu mit Etikett,https://www.vinted.fr/items/5827538843-carhartt-quick-duck-livingston-herren-jacke-l,manteaux
Carhartt Mantel,Carhartt,35.0,3,21,5,5,"Leichter schicker Mantel von Carhartt mit einfacher Knopfleiste und Cordkragen. 
Nur ein paar mal getragen, sehr guter Zustand! 
Größe XL, fällt aber kleiner aus.
Neupreis: 90€",https://www.vinted.fr/items/1352606492-carhartt-mantel,manteaux
Vintage Carhartt Winterjacke ,Carhartt,60.0,4,35,5,103,Alte Carhartt Winterjacke. Hat vereinzelte Fransen.  XL-XXL,https://www.vinted.fr/items/2163857014-vintage-carhartt-winterjacke,manteaux
Carhartt battle parka S,Carhartt,36.0,4,4,4.8,89,"Battle parka
Leicht ausgewaschen
Keine löcher",https://www.vinted.fr/items/2423043269-carhartt-battle-parka-s,manteaux
Carhartt Jacke,Carhartt,60.0,3,10,1,1,"Sehr selten getragen
Wie neu",https://www.vinted.fr/items/5209885868-carhartt-jacke,manteaux
Carhartt Anchoraga Parka,Carhartt,65.0,4,1,5,68,Oft getragene Jacke. Guter Zustand. Ersatzknöpfe und abnehmbares Fell für die Kapuze sind auch dabei.,https://www.vinted.fr/items/5969906502-carhartt-anchoraga-parka,manteaux
Carhartt oversize Jacke,Carhartt,70.0,4,9,5,16,"gebrauchter Zustand siehe Bilder 
used look
NP 180€",https://www.vinted.fr/items/4245645315-carhartt-oversize-jacke,manteaux
Carhartt Parka,Carhartt,50.0,4,8,4.1,24,In gutem Zustand,https://www.vinted.fr/items/3986436450-carhartt-parka,manteaux
Carhartt Clash Parka (Muster),Carhartt,55.0,4,8,4.4,16,"leicht gefüttert Polyester
grau/grün",https://www.vinted.fr/items/731673754-carhartt-clash-parka-muster,manteaux
Carhartt Regenjacke ,Carhartt,50.0,2,19,4.7,15,Dunkelgrüne Carhartt Jacke in XS (fällt aber größer aus (S/M)),https://www.vinted.fr/items/901761757-carhartt-regenjacke,manteaux
Schwarze Carhartt Jacke ,Carhartt,45.0,4,7,3.3,7,S Carhartt Jacke,https://www.vinted.fr/items/2267675240-schwarze-carhartt-jacke,manteaux
"Carhartt Alpine Coat, Winterjacke XS",Carhartt,43.0,4,11,5,4,"Carhartt Alpine Coat, Men Xs, Woman S",https://www.vinted.fr/items/5234056563-carhartt-alpine-coat-winterjacke-xs,manteaux
Jacke / Parka von Carhartt in kakigrün,Carhartt,26.0,3,12,5,30,Die Jacke ist leicht gefüttert also eine schöne Übergangsjacke :)  Auf der Schulter ist ein Fleck (siehe Foto) den man aber nicht sieht wenn die Kapuze drüber hängt. Die Kapuze ist auch abnehmbar.,https://www.vinted.fr/items/5329967120-jacke-parka-von-carhartt-in-kakigrun,manteaux
Carhartt Jacke,Carhartt,50.0,4,78,4.2,5,Verlaife diese Carhartt Winterjacke. Sie wirde einen Winter getragen und befindet sich in einem guten Zustand.,https://www.vinted.fr/items/3539382428-carhartt-jacke,manteaux
Carhartt Mountain Coat Anthrazit // Winterjacke ,Carhartt,40.0,3,8,4.6,33,"Getragen, aber in sehr gutem Zustand.
Verstellbar an der Seite",https://www.vinted.fr/items/1587895939-carhartt-mountain-coat-anthrazit-winterjacke,manteaux
Carhartt - WIP - Parker Herren,Carhartt,50.0,Satisfactory,6,5,11,Größe: M,https://www.vinted.fr/items/5752930891-carhartt-wip-parker-herren,manteaux
Carhartt Mantel / Parkas,Carhartt,50.0,2,15,4.9,31,"Ungetragener Mantel von Carhart, perfekt für die Übergangstemperaturen. Ich bin 1,76m groß.",https://www.vinted.fr/items/5297711065-carhartt-mantel-parkas,manteaux
Carhartt Anchorage Parker  Gr. L ,Carhartt,70.0,3,23,5,9,"Ich verkaufe meinen Anchorage Winter  Parker von Carhartt. Selten getragen. 
Das kaputzenfell ist herausnehmbar.",https://www.vinted.fr/items/987270227-carhartt-anchorage-parker-gr-l,manteaux
carhartt nimbus jacket camo,Carhartt,70.0,3,31,3.5,16,carhartt nimbus jacket camo,https://www.vinted.fr/items/928021555-carhartt-nimbus-jacket-camo,manteaux
Carhartt Jacke,Carhartt,40.0,3,5,5,31,Sehr guter Zustand. Ist mir mittlerweile zu klein.,https://www.vinted.fr/items/4137459373-carhartt-jacke,manteaux
Winterjacke,Carhartt,30.0,3,0,5,127,Winterjacke mit Fell,https://www.vinted.fr/items/5967615586-winterjacke,manteaux
Carhartt coat - XL/L man,Carhartt,60.0,3,14,4.8,48,"Carhartt winter coat
Size:XL /L ( man )
Color: black

Without the hood but in perfect condition, no mark of use. 

Accepting  PayPal 🤍",https://www.vinted.fr/items/2332302113-carhartt-coat-xll-man,manteaux
Carharrt WIP Jacke,Carhartt,40.0,2,8,4.6,9,"Nicht einmal getragen
Für 200€ gekauft, hat mir aber nicht mehr gefallen
Größe: M",https://www.vinted.fr/items/2445848806-carharrt-wip-jacke,manteaux
Carhartt Hickman Coat ,Carhartt,55.0,3,6,4.4,16,"Mit innen Tasche und abnehmbare Kapuze 
Camouflage",https://www.vinted.fr/items/731673799-carhartt-hickman-coat,manteaux
Carhartt Outdoor Jacke in XL,Carhartt,58.0,3,10,4.9,78,"Khaki Outdoor Jacke mit Kapuze von Carhartt in einem sehr guten Zustand
Neupreis 200€",https://www.vinted.fr/items/4710988427-carhartt-outdoor-jacke-in-xl,manteaux
Carhartt Parker Jacke schwarz M ,Carhartt,30.0,Satisfactory,6,5,25,Verkaufe meine Winterjacke von Carhartt. wurde genutzt und ist an manchen Stellen ausgeblichen (s. Fotos). es handelt sich zudem um Kunstfell. Neupreis war ca 250€,https://www.vinted.fr/items/1615640926-carhartt-parker-jacke-schwarz-m,manteaux
Kakhi Carhartt Jacke,Carhartt,25.0,4,5,5,2,"Kakhi Carhartt Jacke.
Habe sie gern genutzt, daher sind auch ein paar kleiner Löcher zu sehen. Sie funktioniert trotzdem noch einwandfrei",https://www.vinted.fr/items/4264376720-kakhi-carhartt-jacke,manteaux
Carhartt Winterjacke Parka,Carhartt,59.0,4,9,4.8,21,"-nur einen Winter ab und zu getragen 
-ist mir etwas zu groß, deshalb der Verkauf
-fällt wie eine L aus",https://www.vinted.fr/items/4635073890-carhartt-winterjacke-parka,manteaux
Carhartt Jacke Sherpa gefüttert,Carhartt,55.0,4,9,4.5,8,"Guter Zustand, nicht mehr erhältlich bei Carhartt",https://www.vinted.fr/items/4093018288-carhartt-jacke-sherpa-gefuttert,manteaux
 Carhartt Winter Parka,Carhartt,60.0,3,8,5,11,"Wenig getragen , in Gr: M aber es fehlt noch bisschen Größe an, in einem sehr guten Zustand.",https://www.vinted.fr/items/1444796110-carhartt-winter-parka,manteaux
Winterjacke,Carhartt,30.0,3,5,5,12,"Schwarze Winterjacke, mit Daunenfütterung und Kapuze.",https://www.vinted.fr/items/1314889787-winterjacke,manteaux
Carhartt Anchorage Parka,Carhartt,70.0,3,11,5,1,"Selten getragener Carhartt Parka, Grösse L.",https://www.vinted.fr/items/4114251900-carhartt-anchorage-parka,manteaux
"Carhartt, M, Übergangsjacke, leicht, Trend",Carhartt,60.0,3,4,4.7,69,Federleichte Übergangsjacke. Trendfatbe. Top Zustand!,https://www.vinted.fr/items/5901691576-carhartt-m-ubergangsjacke-leicht-trend,manteaux
Schwarze Carhartt Parka,Carhartt,17.0,4,1,4.8,26,Schwarzer Parka für Männer von Carhartt. Am Reißverschluss leicht ausgefranst sieht man auf dem Foto. sonst top in Schuss,https://www.vinted.fr/items/5919935047-schwarze-carhartt-parka,manteaux
Carhartt Winter Parka,Carhartt,75.0,3,22,No rating,No evaluations,Die Jacke ist in sehr gutem Zustand und gibt im Winter auch sehr warm.,https://www.vinted.fr/items/3953574423-carhartt-winter-parka,manteaux
Carhatt Jacke gefüttert (S),Carhartt,30.0,4,7,5,22,"Gut erhaltene, gebrauchte Carhatt Jacke in Größe S. Innen gefüttert. 

Bei Fragen, einfach melden :) 

Verkauf nur über Paypal. Keine Rücknahme.",https://www.vinted.fr/items/5462411188-carhatt-jacke-gefuttert-s,manteaux
Winterjacke schwarz Carhartt,Carhartt,50.0,2,9,4.8,62,"Zum rein schlüpfen und mit Kapuze, am Bauch eine Tunneltasche",https://www.vinted.fr/items/5846174381-winterjacke-schwarz-carhartt,manteaux
Winterjacke Carhartt M rot,Carhartt,12.0,Satisfactory,1,5,36,"Winterjacke von Carhartt in Größe M
Wurde gerne getragen, daher sind Gebrauchsspuren erkennbar.",https://www.vinted.fr/items/5900625357-winterjacke-carhartt-m-rot,manteaux
Carhartt Jacke,Carhartt,35.0,4,3,5,9,Getragene Jacke,https://www.vinted.fr/items/5866549761-carhartt-jacke,manteaux
Carhartt Parka,Carhartt,60.0,3,14,5,1,"Carhartt Squad Parka size XL
Can be picked up in Moabit",https://www.vinted.fr/items/4662055936-carhartt-parka,manteaux
Carhartt WIP / Winter Jacket Parka,Carhartt,18.0,4,2,5,24,Used jacket but in good condition,https://www.vinted.fr/items/5579652872-carhartt-wip-winter-jacket-parka,manteaux
Carhartt WIP Trapper Parka - Herren Winterjacke mit Kunstfell ,Carhartt,20.0,4,3,5,1,"-wasserabweisend 
-beschichtet 
-Nylon Taft Futter
-verstellbare Kapuze mit Teddyfutter und abnehmbarem Kunstfell
- Taille und Saum verstellbar 
-Sturm-Armbündchen mit Rippstrick
- Ellenbogenschoner aus Cordura 

Zustand: Siehe Fotos",https://www.vinted.fr/items/4154650418-carhartt-wip-trapper-parka-herren-winterjacke-mit-kunstfell,manteaux
Carharrt Winterjacke Naviblue L - TOP,Carhartt,65.0,3,9,4.5,8,"Größe ist True to Size
Kaum Gebrauchsspuren - sehr guter Zustand",https://www.vinted.fr/items/750343542-carharrt-winterjacke-naviblue-l-top,manteaux
Carhartt Winterjacke,Carhartt,40.0,3,1,5,11,"Sehr guter Zustand. Kein Riss o.ä., nur etwas ausgebleicht",https://www.vinted.fr/items/5960944767-carhartt-winterjacke,manteaux
Carhatt Jacke Regenjacke Khaki,Carhartt,30.0,3,3,5,8,Wenig getragen,https://www.vinted.fr/items/5706948652-carhatt-jacke-regenjacke-khaki,manteaux
Carhartt bode parka black L,Carhartt,110.0,3,11,5,35,"Carhartt bode parka color black size L. 
Very good condition.",https://www.vinted.fr/items/5700090269-carhartt-bode-parka-black-l,manteaux
Carhartt WIP Nimbus Pullover NEW,Carhartt,102.0,1,11,5,9,"Carhartt WIP Nimbus Pullover M
Size Medium 
Purple 
NEW with tags",https://www.vinted.fr/items/5222152432-carhartt-wip-nimbus-pullover-new,manteaux
Carhartt Harris trench coat,Carhartt,120.0,2,14,4.9,39,Porté 2 ou 3 fois.  Très bon état aucune tâche,https://www.vinted.fr/items/2475513802-carhartt-harris-trench-coat,manteaux
Carhartt Active Jacket,Carhartt,120.0,1,76,2.9,25,"New with all tags ✔️

Fast shipping ✔️",https://www.vinted.fr/items/5254897648-carhartt-active-jacket,manteaux
Manteau carhartt,Carhartt,110.0,2,10,5,1,"Manteau neuf porté une semaine ,taille L",https://www.vinted.fr/items/4933310745-manteau-carhartt,manteaux
Casaco carhartt,Carhartt,110.0,2,9,5,71,"Casaco completamente novo
Nunca usado
Capuz removível",https://www.vinted.fr/items/3455105176-casaco-carhartt,manteaux
Giubbotto uomo carhartt,Carhartt,130.0,2,30,4.8,14,GIUBBOTTO UOMO ACTIVE JACKET HAMILTON BROWN RIGID,https://www.vinted.fr/items/5241152686-giubbotto-uomo-carhartt,manteaux
Abrigo XL Carhartt Anchorage,Carhartt,110.0,2,23,No rating,No evaluations,Nuevo y sin uso siempre he preferido usar otro abrigo que tengo North Face,https://www.vinted.fr/items/257664161-abrigo-xl-carhartt-anchorage,manteaux
Parka Carhartt neuve,Carhartt,139.0,1,47,4.8,64,"Parka Carhartt neuve jamais portée, juste déballée pour les photos.",https://www.vinted.fr/items/5337772285-parka-carhartt-neuve,manteaux
Manteau Carhartt Camel,Carhartt,110.0,1,35,4.2,47,"Manteau carhartt Camel avec capuche 
Taille L mais convient mieux à un XL 
Neuf avec étiquette
Intérieur polaire 
Aucun défaut",https://www.vinted.fr/items/5669803082-manteau-carhartt-camel,manteaux
Giacca / felpa carhartt,Carhartt,105.0,1,21,5,21,"- nuova con etichetta 
- taglia M ma veste L
- veste largo",https://www.vinted.fr/items/3950901096-giacca-felpa-carhartt,manteaux
Veste carhartt,Carhartt,140.0,2,66,2.1,7,"Veste carhartt s vintage 
Négociable 
Jamais portée car trop grande pour moi",https://www.vinted.fr/items/5475139252-veste-carhartt,manteaux
Carharrt Michigan chore coat,Carhartt,120.0,3,8,No rating,No evaluations,"Exelent etat
Taille M",https://www.vinted.fr/items/5459008454-carharrt-michigan-chore-coat,manteaux
Manteau parka marron carhartt ,Carhartt,110.0,2,8,No rating,No evaluations,Taille M jamais porté,https://www.vinted.fr/items/983037899-manteau-parka-marron-carhartt,manteaux
Fairmount Coat Black,Carhartt,120.0,3,7,No rating,No evaluations,Blouson cararth,https://www.vinted.fr/items/2680949888-fairmount-coat-black,manteaux
Manteau Carhartt noir,Carhartt,105.0,3,18,3.5,11,"très bon état 
taille M",https://www.vinted.fr/items/2330723525-manteau-carhartt-noir,manteaux
Giacca Carhartt vintage,Carhartt,129.0,2,17,5,1,"Indossato una sola volta. Condizioni perfette, come nuovo. Cappuccio rimovibile, colletto in velluto, calda fodera interna.",https://www.vinted.fr/items/5293819471-giacca-carhartt-vintage,manteaux
Carhartt Winter Coat,Carhartt,130.0,3,20,4.8,46,"📏 Size L
🪡 State: Good (slightly worn)

📦 Fast Delivery!",https://www.vinted.fr/items/4783101357-carhartt-winter-coat,manteaux
Parka Carhartt,Carhartt,120.0,1,8,5,140,Parka Carhatt neuve avec étiquettes 🏷,https://www.vinted.fr/items/5226105998-parka-carhartt,manteaux
Polaire,Carhartt,110.0,2,12,5,6,"N’hésitez pas à demander plus de photos 
Acheter acheter 140 €
Je l’ai que 1 fois 
Ne pas fume",https://www.vinted.fr/items/4196117948-polaire,manteaux
Chaqueta invierno carhartt,Carhartt,105.0,1,16,4.7,75,"Chaqueta de invierno muy abrigada, forrada por dentro y repelente al agua. Nueva con etiqueta, unisex",https://www.vinted.fr/items/5602266352-chaqueta-invierno-carhartt,manteaux
Doudoune carhartt,Carhartt,110.0,1,9,4.9,422,"Doudoune carhartt 
Carhartt Visner pullover 
Prix boutique : 180€ 
Neuf , avec étiquette jamais porté.",https://www.vinted.fr/items/1533499732-doudoune-carhartt,manteaux
Giubbino Carhartt uomo,Carhartt,120.0,2,6,4.7,150,Tg.L mai messo.,https://www.vinted.fr/items/1691771092-giubbino-carhartt-uomo,manteaux
Manteau parka carhartt ,Carhartt,120.0,1,14,No rating,No evaluations,"Manteau neuf à vendre 
Cypress black 
Jamais porté et avec l’étiquette",https://www.vinted.fr/items/3175250637-manteau-parka-carhartt,manteaux
Manteau Carhartt,Carhartt,105.0,3,4,5,369,"Carhartt Active Jacket, couleur marron ( couleur identique à la première photo), toile très épaisse, doublé polaire y compris la capuche, poche intérieure. Minuscule trou sur l’arrière de la manche droite. Souvent porté et souvent passé à la machine à laver ✨",https://www.vinted.fr/items/5956652166-manteau-carhartt,manteaux
Veste fourrée Carhartt noire,Carhartt,130.0,3,14,5,1,"Veste Carhartt très bon état. 
Peu portée car un peu trop grande pour moi",https://www.vinted.fr/items/2756003057-veste-fourree-carhartt-noire,manteaux
Veste imperméable Carhartt,Carhartt,110.0,3,38,5,58,"Veste Carhartt ""claim coat"".
Couleur : marron ""Hamilton Brown""
100% imperméable, coutures thermo soudées.
4 poches
Fermeture zip + boutons pression.",https://www.vinted.fr/items/595179919-veste-impermeable-carhartt,manteaux
Carhartt Vintage Hickman Coat Long Jacket - Pile coated,Carhartt,115.0,3,14,5,4,"✦ 9/10 condition
✦ vintage model, quality is amazing!
✦ M size
#carhartt #carharttwip #carharttvintage #carharttworkwear #cargarttjacket #workwear #detroitjacket #detroitjacketcarhartt",https://www.vinted.fr/items/5358148959-carhartt-vintage-hickman-coat-long-jacket-pile-coated,manteaux
Veste chemise carhartt verte à carreau,Carhartt,120.0,3,13,4,11,Porté 2 3 fois.Acheté en septembre chez milk.taille xs mais correspond à du M .en parfaite état.envoi sous 24 h.,https://www.vinted.fr/items/3668282789-veste-chemise-carhartt-verte-a-carreau,manteaux
Carhartt Detroit jacket x quartersnacks,Carhartt,125.0,3,10,4.3,129,Porté deux fois. Très bon état,https://www.vinted.fr/items/5606965220-carhartt-detroit-jacket-x-quartersnacks,manteaux
"Carhartt milter jacket groen, maat L",Carhartt,125.0,3,52,No rating,No evaluations,"Carhartt milter jacket groen, maat L
Zo goed als nieuw, enkele keren gedragen",https://www.vinted.fr/items/4030255754-carhartt-milter-jacket-groen-maat-l,manteaux
Parka Carhartt fourrée taille L,Carhartt,130.0,3,9,5,145,"Parka Carhartt couleur vert kaki
Fourrée d’une doublure marron 
Taille L
Portée deux fois
En très bon état
Je la revends car elle est trop petite pour moi",https://www.vinted.fr/items/5921434983-parka-carhartt-fourree-taille-l,manteaux
Carhartt Camo Coat,Carhartt,140.0,1,14,5,22,"not used, bought and held",https://www.vinted.fr/items/1021968323-carhartt-camo-coat,manteaux
Chaleco carhartt ,Carhartt,115.0,1,56,No rating,No evaluations,"sin ningún uso, nuevo con etiqueta",https://www.vinted.fr/items/1160253509-chaleco-carhartt,manteaux
Giacca Carhartt Beckley Coat blu scuro,Carhartt,129.9,1,18,4.9,26,"Giacca invernale carhartt 
Modello Backley Coat
Taglia L
Colore Blu scuro
Veste comoda (altezza modello 179)

Nuova con cartellino",https://www.vinted.fr/items/4854873934-giacca-carhartt-beckley-coat-blu-scuro,manteaux
Veste noire carhartt ,Carhartt,130.0,4,7,4.8,37,bon etat,https://www.vinted.fr/items/1299402195-veste-noire-carhartt,manteaux
Carhartt jacket ,Carhartt,120.0,3,8,5,8,"articolo in buone condizioni, invernale all’interno è in pile",https://www.vinted.fr/items/4281171779-carhartt-jacket,manteaux
Carhartt Valley Jacket,Carhartt,150.0,2,7,No rating,No evaluations,"Esta impecable. Me la he puesto una única vez. Su precio en tienda actualmente es de 299,95euros. Es perfecta para el frio y la lluvia. Estas son las características de la chamarra: 
Materiales
Material exterior
65% Poliéster
35% Algodón
Material interior
100% Poliéster
Revestimiento
100% Poliéster
Color: Marrón
Temporada: Invierno, Otoño
Corte (fit): Regular
Manga: Manga larga
Capucha: Con capucha, Cordón
Bolsillos: Bolsillo delantero con cremallera
Cierre: De cremallera, Botones
Dobladillo inferior
Detalles: Aplique con logo",https://www.vinted.fr/items/5968316872-carhartt-valley-jacket,manteaux
Cazadora parka hombre carhartt,Carhartt,150.0,3,15,5,10,Dos veces usada,https://www.vinted.fr/items/5537805284-cazadora-parka-hombre-carhartt,manteaux
Veste carhartt,Carhartt,120.0,3,6,5,1,"Veste carhartt vert kaki
Très rarement portée",https://www.vinted.fr/items/5635796928-veste-carhartt,manteaux
Chaquetón Carhartt. Anchorage Parka.,Carhartt,120.0,2,6,3.3,7,Nunca usado. Muy bien guardado. Precio negociable.,https://www.vinted.fr/items/5499468214-chaqueton-carhartt-anchorage-parka,manteaux
Parka Carhartt,Carhartt,150.0,2,12,4.7,118,Jamais porté comme neuf,https://www.vinted.fr/items/2590555006-parka-carhartt,manteaux
