Title,Brand,Price,ItemStatus,NbFavourite,UserRating,NbEvalUser,Description,URL,Type
Carhartt Jacke kariert/braun M,Carhartt,65.0,3,9,5,126,"Carhartt Highland Jacke, perfekt für den Übergang/Frühling :) 


————————————————————
Nichtraucherhaushalt, 2 (eigentlich) nicht haarende Hunde leben bei uns.

Der Verkauf erfolgt unter Ausschluss der Gewährleistung. Ich schließe jegliche Haftung für Sachmängel aus…",https://www.vinted.fr/items/5966853114-carhartt-jacke-kariertbraun-m,manteaux
Gelber Carhartt Windbreaker ,Carhartt,25.0,3,20,4,4,"Selten getragen, nicht Wasserdicht",https://www.vinted.fr/items/895884910-gelber-carhartt-windbreaker,manteaux
Carhartt Regenjacke,Carhartt,20.0,4,32,3,8,Carhartt Regenjacke,https://www.vinted.fr/items/1778103470-carhartt-regenjacke,manteaux
Carhartt Gore-tex Jacke,Carhartt,70.0,4,21,4.9,136,"Welcome to my Shop ...

Vintage Luxury and unique things!
Only 100% original ! Follow me and see more items!
Size M

condition on the photos
CHECK PHOTOS!",https://www.vinted.fr/items/5946616521-carhartt-gore-tex-jacke,manteaux
Carhartt WIP Kilda Jacket,Carhartt,110.0,1,10,4.8,8,"Verkaufe diese Carhartt Jacke in Camel, perfekt für Winter und Übergangszeit! 🌨️🍂
	•	Größe M (lockere Passform)
	•	Neu mit Etikett 🏷️
	•	Verstellbare Kapuze 🏕️
	•	Mehrere praktische Taschen 🔥
	•	Robustes und widerstandsfähiges Material 💪

Trendiger Workwear-Style 💯💼
📍 Schneller und sicherer Versand 📦✉️

Bei Fragen einfach melden! 😊",https://www.vinted.fr/items/5989867275-carhartt-wip-kilda-jacket,manteaux
Carhartt Jacke ,Carhartt,25.0,4,25,5,7,Größe M,https://www.vinted.fr/items/832261498-carhartt-jacke,manteaux
Carhartt Winterjacke M,Carhartt,25.0,4,12,4.9,29,Ich verkaufe eine Winterjacke der Firma Carhartt in der Größe M.,https://www.vinted.fr/items/5754551136-carhartt-winterjacke-m,manteaux
Carhartt Mantel,Carhartt,15.0,3,3,5,50,"Warme Jacke bzw. Mantel von Carhartt.
Sehr warm 
Fast nie getragen",https://www.vinted.fr/items/5820642420-carhartt-mantel,manteaux
Carhartt Jacke leicht,Carhartt,30.0,3,43,5,6,dünner Carharrt Parka,https://www.vinted.fr/items/5354928929-carhartt-jacke-leicht,manteaux
Winterjacke Carhartt,Carhartt,25.0,3,27,5,20,"selten getragene Winterjacke von Carhartt
Farbe: Dunkelblau/Schwarz
Zustand: 8/10
bei Fragen einfach pn",https://www.vinted.fr/items/1540841370-winterjacke-carhartt,manteaux
Carhartt Trenchcoat Kurzmantel Grösse XL,Carhartt,139.0,2,2,5,7,Ungetragen leider zu gross,https://www.vinted.fr/items/5989107593-carhartt-trenchcoat-kurzmantel-grosse-xl,manteaux
Carhartt Jacke,Carhartt,35.0,3,1,4.9,34,"Fell ist abnehmbar, hatte ich damals selber dranmachen lassen.
kaum getragen",https://www.vinted.fr/items/5981608880-carhartt-jacke,manteaux
Carhartt Herren Jacke Gr s warm,Carhartt,19.5,3,7,4.9,1314,"Warme Jacke 
Carhartt
Kleine Flecke 5 Bild",https://www.vinted.fr/items/5886333978-carhartt-herren-jacke-gr-s-warm,manteaux
Casaco impermeavel carhartt,Carhartt,10.0,4,6,2.8,14,"Casaco da carhartt em bom estado da carhartt, nao tem defeitos
Tamanho: L
Preço negociavel!!",https://www.vinted.fr/items/6029527224-casaco-impermeavel-carhartt,manteaux
Schwarzer Carhartt Parker,Carhartt,25.0,Satisfactory,26,4.1,31,Die Jacke hat leichte Gebrauchsspuren da schon etwas älter. Ist aber dennoch voll funktionsfähig und hält sehr warm 😊,https://www.vinted.fr/items/3804811366-schwarzer-carhartt-parker,manteaux
Carhartt Jacke grau ,Carhartt,35.0,3,12,5,12,Verkaufe kaum getragene Carhartt Jacke in Größe m!,https://www.vinted.fr/items/3899758996-carhartt-jacke-grau,manteaux
Carhartt WIP Parke / Gr. M,Carhartt,75.0,4,0,No rating,No evaluations,"Carhartt WIP Parka

Gr. M

Hermes-Versand",https://www.vinted.fr/items/5971721736-carhartt-wip-parke-gr-m,manteaux
Carhartt Winterjacke Parka Mantel M,Carhartt,10.0,4,9,No rating,No evaluations,"Winterjacke von Carhartt. Ich habe sie mit 1,78/78kg getragen, fällt aber groß aus, d.h. büschn größer dürfte auch passen.
Kunstfell an der Kapuze kann man auch abnehmen (Reißverschluss).
Am Frontreißverschluss ist beim Schieber der Zuganhänger ab, wäre zu ersetzen (s. Foto).
Privatverkauf; Umtausch/Rücknahme/Gewährleistung ausgeschlossen.",https://www.vinted.fr/items/5789231282-carhartt-winterjacke-parka-mantel-m,manteaux
Carhartt Winterparker,Carhartt,20.0,4,8,No rating,No evaluations,No description,https://www.vinted.fr/items/3557064426-carhartt-winterparker,manteaux
Carhartt Parka Gr. S,Carhartt,40.0,4,15,5,150,Carhartt Tropper Parka. Fällt größer aus (Gr. M).,https://www.vinted.fr/items/5486694575-carhartt-parka-gr-s,manteaux
Carhartt Marvin Coat Gr.M,Carhartt,30.0,3,10,5,297,Ungetragen!!,https://www.vinted.fr/items/5046225707-carhartt-marvin-coat-grm,manteaux
Carhartt Jacke,Carhartt,50.0,3,0,5,1,Carhartt Jacke schwarz,https://www.vinted.fr/items/5981731826-carhartt-jacke,manteaux
Carharrt Winterjacke,Carhartt,40.0,4,63,2.7,7,Gut erhaltene und selten getragene Carharrt Winterjacke in Größe M,https://www.vinted.fr/items/4721694502-carharrt-winterjacke,manteaux
Carhartt Jacke,Carhartt,34.0,3,11,5,131,"Für Frauen oder zierliche Erwachsene oder Teenies.
Ich bin 1,69cm groß und wiege 57kg.",https://www.vinted.fr/items/5122828419-carhartt-jacke,manteaux
Carhartt Jacke,Carhartt,40.0,2,16,5,6,"Einmal getragen. Hinten minimal Spuren von acrylfarbe.  

Originalpreis 120,00€!!!",https://www.vinted.fr/items/3761507913-carhartt-jacke,manteaux
Carhartt Jacke ,Carhartt,45.0,3,59,4.2,6,Carharrt Jacke/schwarz/M,https://www.vinted.fr/items/801233555-carhartt-jacke,manteaux
Leicht blaue Jacke von Carhatt,Carhartt,20.0,3,8,No rating,No evaluations,"Blaue Übergangsjacke, in sehr gutem Zustand, Größe XS",https://www.vinted.fr/items/1040786570-leicht-blaue-jacke-von-carhatt,manteaux
Carhartt jacket,Carhartt,20.0,3,2,4.7,37,Very good cond,https://www.vinted.fr/items/5940149361-carhartt-jacket,manteaux
Jacke Carhartt,Carhartt,30.0,4,0,No rating,No evaluations,guter Zustand,https://www.vinted.fr/items/5970916242-jacke-carhartt,manteaux
Carhartt Jacke,Carhartt,50.0,3,14,5,25,"Jacke mit Innenfell 
Knöpfe als Verschluss",https://www.vinted.fr/items/5900054596-carhartt-jacke,manteaux
Carhatt,Carhartt,20.0,Satisfactory,6,5,1,Winterjacke beige,https://www.vinted.fr/items/1508307202-carhatt,manteaux
Carhartt  Herren Winter Jacke Mantel Ski Jacke Rot L,Carhartt,35.0,4,10,5,616,Getragener aber guter Zustand.,https://www.vinted.fr/items/3844750246-carhartt-herren-winter-jacke-mantel-ski-jacke-rot-l,manteaux
Parka,Carhartt,40.0,3,12,4.3,12,"In very good condition, as new, no stains, the color is deep black. rarely used",https://www.vinted.fr/items/3709585535-parka,manteaux
Parkas Carhartt ,Carhartt,17.0,4,5,5,4,Schon oft getragen aber guter Preis dafür.,https://www.vinted.fr/items/4245145432-parkas-carhartt,manteaux
Jacke Carhartt,Carhartt,35.0,3,11,2.6,36,Alles in Ordnung 10/10,https://www.vinted.fr/items/5640257239-jacke-carhartt,manteaux
Carhartt Battle Parka Camo M,Carhartt,40.0,3,17,5,456,Size M. Sehr guter Zustand. Dünner Parka nicht für den Winter geeignet,https://www.vinted.fr/items/5599036662-carhartt-battle-parka-camo-m,manteaux
Carhartt Snowboardjacke Skijacke **guter Zustand**,Carhartt,35.0,4,6,4.8,29,"Hier wird eine Snowboardjacke/Skijacke/Schneejacke der Marke Carhartt angeboten. Die Jacke hat sämtliche Funktionen, die man für den Wintersport braucht, wie:

- Reißverschluss und Klettverschluss
- zahlreiche Taschen mit Reisverschlüssen und Druckknöpfen
- Handstulpen mit Einlassungen für den Daumen
-Druckknopfgurt als Schneeschutz im Wintersport 
usw.

Die Jacke kann aber auch außerhalb des Wintersports im Alltag getragen werden!

Die Jacke befinden sich in einem guten Zustand

Farbe ist schwarz und Größe L",https://www.vinted.fr/items/5969700023-carhartt-snowboardjacke-skijacke-guter-zustand,manteaux
Carhartt jacke mit  fellkaputze,Carhartt,35.0,4,10,4.3,25,Guter Zustand,https://www.vinted.fr/items/3245345206-carhartt-jacke-mit-fellkaputze,manteaux
Carhartt Hickman Parka navy,Carhartt,30.0,4,12,5,59,Getragen aber guter Zustand,https://www.vinted.fr/items/4108921499-carhartt-hickman-parka-navy,manteaux
Carhartt Herren Jacke | L | sehr gut Zustand,Carhartt,41.5,3,9,5,6,Carhartt Herren Jacke | L,https://www.vinted.fr/items/5829926152-carhartt-herren-jacke-l-sehr-gut-zustand,manteaux
Carhartt Wind Breacker grün M,Carhartt,25.0,3,8,4.2,16,"Das steht XS aber fittet wie eine M 


Guter Zustand 



Geiler fit 💪 



Bei Fragen gerne melden",https://www.vinted.fr/items/5542089290-carhartt-wind-breacker-grun-m,manteaux
Carhartt Parka ,Carhartt,20.0,Satisfactory,7,5,8,Super Winter Parka in Größe S von Carhartt Gebrauchtspuren an den Ärmeln,https://www.vinted.fr/items/2459102224-carhartt-parka,manteaux
Carhartt Winterjacke mit Kapuze,Carhartt,40.0,3,11,2.8,13,Carhartt Winterjacke mit Kapuze in M und dunkelblau.,https://www.vinted.fr/items/4335405782-carhartt-winterjacke-mit-kapuze,manteaux
Carhartt Parka,Carhartt,25.0,4,8,4.9,235,"Guter, getragener Zustand. 

#carhartt #carharttwip #carharttvintage #carharttworkwear #wip #vintage",https://www.vinted.fr/items/5665043325-carhartt-parka,manteaux
Carhartt Terry Jacket Gr. L,Carhartt,23.0,4,8,5,16,Gute erhaltene Jacke von Carhartt in der Farbe Sand bzw. beige.,https://www.vinted.fr/items/5376464561-carhartt-terry-jacket-gr-l,manteaux
Legendärer Parka von carhartt ,Carhartt,25.0,4,7,5,1,"used look an Ärmel und Co., sonst top Parka",https://www.vinted.fr/items/969437629-legendarer-parka-von-carhartt,manteaux
Carhartt Trapper Parka,Carhartt,25.0,4,6,4.9,40,Hi ich verkaufe diesen schönem warmen Carhartt Parka.,https://www.vinted.fr/items/4661164807-carhartt-trapper-parka,manteaux
Carhartt Mentor Jacket,Carhartt,30.0,3,11,5,54,"Top Zustand. Teddyfell Futter/ sherpa lined. Also schön warm.
Mit Kapuze",https://www.vinted.fr/items/5725392613-carhartt-mentor-jacket,manteaux
Grüner Carhartt Parker ,Carhartt,25.0,3,7,No rating,No evaluations,"Ich verkaufe meine Carhartt Jacke.
Keine Gebrauchspuren und sehr robust durch starkes Obermaterial 
Größe S",https://www.vinted.fr/items/3323638144-gruner-carhartt-parker,manteaux
Carhartt Anorak Fleese,Carhartt,30.0,3,9,4.8,44,"warm jacket in excellent condition with fleece, many adjustments",https://www.vinted.fr/items/4077366000-carhartt-anorak-fleese,manteaux
Windbreaker/ Parka mit Kapuze,Carhartt,12.0,4,5,5,97,"Diese Jacke wurde gerne getragen, befindet sich aber noch in einem guten Zustand. Am rechten Ellenbogen ist ein kleines Loch.(Siehe Bild)

Achsel zu Achsel: 57 cm
Länge: 71 cm 

Bei Fragen einfach melden.",https://www.vinted.fr/items/5433877292-windbreaker-parka-mit-kapuze,manteaux
Carhartt Mantel,Carhartt,35.0,2,15,4.8,16,"Hey🙋🏻‍♂️
Verkauf einen Carhartt Mantel.Gepflegter Zustand.Größe s wirkt wie Größe m.",https://www.vinted.fr/items/5552432870-carhartt-mantel,manteaux
Winter Parka,Carhartt,40.0,4,18,5,218,"Jacke ist noch in einem guten Zustand, hat keine Löcher/Flecken, nur an den Ärmeln unten leichte Farbveränderung -siehe Foto.",https://www.vinted.fr/items/1544822861-winter-parka,manteaux
Winterjacke,Carhartt,40.0,3,26,4.5,15,"2 Jahre alt, sehr warm,  sehr guter Zustand",https://www.vinted.fr/items/2378198187-winterjacke,manteaux
Carhartt Regenjacke Khaki Dunkelblau,Carhartt,25.0,3,7,5,4,"Die Jacke wurde nur einmal getragen, fällt wie angegeben :)",https://www.vinted.fr/items/5106064196-carhartt-regenjacke-khaki-dunkelblau,manteaux
Carhartt Übergangs-/ Winterjacke,Carhartt,35.0,4,14,5,1,"Optimal für Herbst/ Winter, die Jacke ist in mangelfreiem Zustand",https://www.vinted.fr/items/959810565-carhartt-ubergangs-winterjacke,manteaux
Carhartt Winterjacke braun,Carhartt,25.0,4,8,5,79,"Gut erhaltene dicke Jacke von Carhartt mit abnehmbarer Kapuze.
Einmal waschen  wg.Fleck(siehe letztes Foto), dann ist sie wie neu.",https://www.vinted.fr/items/4316574036-carhartt-winterjacke-braun,manteaux
Winterjacke Carhartt,Carhartt,40.0,4,12,5,8,"Winterjacke von Carhartt
Größe: S",https://www.vinted.fr/items/5492271147-winterjacke-carhartt,manteaux
Jas Carhartt,Carhartt,15.0,3,18,4.9,52,"Amper gedragen, zwart, ideaal voor tussenseizoen",https://www.vinted.fr/items/6024144979-jas-carhartt,manteaux
Carhartt Jacke,Carhartt,45.0,4,14,4.5,18,In einen guten Zustand bei Fragen oder wenn sie mehr Bilder wollen schreiben Sie mir Privat,https://www.vinted.fr/items/5220202379-carhartt-jacke,manteaux
Carhartt Mantel Parka abnehmbare Kapuze Grün Gr. S,Carhartt,60.0,4,0,5,3,"Verkaufe meinen gefütterten Carhartt Parka.

Auf der einen Schulter hat sich ein Knopf gelöst, original Ersatz liegt bei.",https://www.vinted.fr/items/5977626423-carhartt-mantel-parka-abnehmbare-kapuze-grun-gr-s,manteaux
blauer Crahartt Coat in L,Carhartt,35.0,3,10,5,1,"Selten getragen, guter Zustand, ungefüttert.",https://www.vinted.fr/items/5073973058-blauer-crahartt-coat-in-l,manteaux
Carhartt Winterjacke,Carhartt,49.99,3,11,4.7,68,size XS,https://www.vinted.fr/items/1386863917-carhartt-winterjacke,manteaux
Carhartt Winterjacke L schwarz Parker,Carhartt,45.0,3,12,4.9,71,"Tolle Winterjacke/ Parker von Carhartt. Sehr guter Zustand, keine Löcher oder Mängel.",https://www.vinted.fr/items/5547751584-carhartt-winterjacke-l-schwarz-parker,manteaux
Parka Carhartt,Carhartt,45.0,3,13,5,73,"Selten getragener Parka von Carharrt „Mosley Jacket“, Größe M, dunkelblau.",https://www.vinted.fr/items/5093228943-parka-carhartt,manteaux
Anchorage Parka von Carhartt,Carhartt,89.0,3,3,5,2720,"Das Modell ist mehr als bekannt!
Hervorragende Qualität und sehr aufwändig verarbeitet! Absoluter Hingucker!
Extrem robust und Wetterbeständig!
Super warm!
Bei weiteren Fragen einfach mailen 
Privat Verkauf, keine Rücknahme",https://www.vinted.fr/items/5973013265-anchorage-parka-von-carhartt,manteaux
Carhartt Mosley Jacket,Carhartt,19.99,4,5,4.9,28,Leichte Flecken (siehe Fotos),https://www.vinted.fr/items/5406203576-carhartt-mosley-jacket,manteaux
Carhartt ,Carhartt,50.0,1,20,4.6,49,Carhartt Jacke komplett neu,https://www.vinted.fr/items/3300602183-carhartt,manteaux
Winterjacke Carhartt Unisex,Carhartt,30.0,4,12,No rating,No evaluations,"Die Jacke wurde zwei Winter getragen. Größe M. Kann durch Gummizügen an der Taille enger gestellt werden. Unisex Jacke.
Hat auf Brusthöhe einen kleinen Fleck.",https://www.vinted.fr/items/5665977445-winterjacke-carhartt-unisex,manteaux
Carhartt Winter Jacke ,Carhartt,65.0,2,17,4.4,14,Size S,https://www.vinted.fr/items/3151827472-carhartt-winter-jacke,manteaux
Vintage Carhartt Jacke,Carhartt,35.0,3,11,5,197,"Gebraucht gekauft, paar mal getragen, aber sehr guter Zustand. Bei weiteren Fragen einfach melden :) fittet nicht wie M, eher L/XL",https://www.vinted.fr/items/5618455566-vintage-carhartt-jacke,manteaux
Carhartt Parker,Carhartt,20.0,3,4,4.9,27,"Carhartt Parker nur einmal getragen, sehr guter Zustand. Oversized.",https://www.vinted.fr/items/4114313496-carhartt-parker,manteaux
Carhartt Winterjacke,Carhartt,65.0,2,3,5,4,Wie neu; selten getragen,https://www.vinted.fr/items/5956239610-carhartt-winterjacke,manteaux
Carharrt Winterjacke,Carhartt,45.0,4,10,5,8,X‘ANCHORAGE PARKA,https://www.vinted.fr/items/5437500378-carharrt-winterjacke,manteaux
Carhartt Parka M Schwarz,Carhartt,45.0,3,13,4.1,13,"- Sehr guter Zustand
- Größe M, fällt eher aus wie L",https://www.vinted.fr/items/5297614121-carhartt-parka-m-schwarz,manteaux
Carhartt Parka,Carhartt,50.0,4,8,4.6,11,Eine meine liebsten Stücke. Hält schön warm. Kapuze ist Abnehmbar.,https://www.vinted.fr/items/5931185220-carhartt-parka,manteaux
Carhartt Alpine Coat,Carhartt,62.0,4,39,5,1,"Wenig getragen, in super Zustand",https://www.vinted.fr/items/5520577219-carhartt-alpine-coat,manteaux
Carhartt Übergangs/ winterjacke,Carhartt,48.0,4,11,4.7,83,No description,https://www.vinted.fr/items/5423792877-carhartt-ubergangs-winterjacke,manteaux
Carhartt Parka beige,Carhartt,30.0,4,9,No rating,No evaluations,No description,https://www.vinted.fr/items/2537353545-carhartt-parka-beige,manteaux
Carhartt Parker,Carhartt,20.0,4,5,5,5,"Schöner Parker, fällt etwas größer aus, Größe S",https://www.vinted.fr/items/4107502867-carhartt-parker,manteaux
Jacke,Carhartt,30.0,3,8,4.9,220,Jacke,https://www.vinted.fr/items/5526655820-jacke,manteaux
Carhartt Jacke mit Kapuze,Carhartt,49.0,3,18,4.9,173,Die Jacke wurde kaum getragen und befindet sich in einem 1a-Zustand.,https://www.vinted.fr/items/4771233062-carhartt-jacke-mit-kapuze,manteaux
Carharrt Anchorage Parka M,Carhartt,50.0,3,13,5,59,"Sehr gut erhalten. Wenig getragen.
Kunst-Fellbesatz wie neu.
Dunkelblau.",https://www.vinted.fr/items/5377511184-carharrt-anchorage-parka-m,manteaux
Blaue Carhartt Jacke Work Wear,Carhartt,60.0,3,17,4.3,30,Sehr gut erhaltende Carhartt Jacke mit Innenfell,https://www.vinted.fr/items/5762570378-blaue-carhartt-jacke-work-wear,manteaux
Leichte blaue Übergangsjacke,Carhartt,25.0,3,5,No rating,No evaluations,"blaue Jacke, nicht gefüttert, Größe S",https://www.vinted.fr/items/1040801327-leichte-blaue-ubergangsjacke,manteaux
Carhartt Jacke,Carhartt,55.0,3,14,4.4,61,"Winterjacke, mir leider etwas zu groß :(

#carharttwip #carharttworkwear #carhartt #winterjacke #kapuze",https://www.vinted.fr/items/5646122039-carhartt-jacke,manteaux
Carhartt windbreaker ,Carhartt,60.0,3,19,5,65,Super Zustand,https://www.vinted.fr/items/4195895367-carhartt-windbreaker,manteaux
Dicke Carharrt Winter Jacke,Carhartt,35.0,3,27,4.3,27,"Habe sie letzten Winter gekauft. Es sind ein, zwei Farb (weis) Flecken drauf. Ansonsten ist sie sehr sehr warm und gut gefüttert.
Bei Fragen gerne melden.",https://www.vinted.fr/items/3894194768-dicke-carharrt-winter-jacke,manteaux
Carhartt Battle Parka Sommerjacke,Carhartt,40.0,4,11,5,3,"Die Jacke hat kaum Gebrauchsspuren. Nur im Bereich der Knöpfe und Schnüre ist sie ganz leicht ausgeblichen.

Fällt für heutige Carhartt-Schnitte sehr schmal aus.",https://www.vinted.fr/items/5524269916-carhartt-battle-parka-sommerjacke,manteaux
Parka Damen M Carhartt,Carhartt,35.0,4,7,5,235,"Toller Parker wetterfest kuschliges Innenfell kann tailliert werden 
Bei einer Aussentasche löst sich die Naht, kann einfach genäht werden",https://www.vinted.fr/items/5713874189-parka-damen-m-carhartt,manteaux
Carhartt Parker,Carhartt,20.0,4,3,5,78,"Es sind Gebrauchsspuren sichtbar.
An den Taschen und Ärmeln (siehe Fotos)",https://www.vinted.fr/items/5877349930-carhartt-parker,manteaux
Carhartt WIP Herren Trapper Parka schwarz,Carhartt,25.0,4,8,5,13,"Verkaufe meinen Carhartt WIP Herren Trapper Parka in der Größe L in schwarz.
Alle Druckknöpfe, Reißverschlüsse Taschen etc. sind voll funktionsfähig.",https://www.vinted.fr/items/4127440656-carhartt-wip-herren-trapper-parka-schwarz,manteaux
Herbst Jacke Carhartt ,Carhartt,50.0,4,28,5,4,Guter Zustand   Kleines Loch unter linken Tasche,https://www.vinted.fr/items/2222006281-herbst-jacke-carhartt,manteaux
carhartt windbreaker,Carhartt,25.0,3,4,4.9,69,"nur einmal getragen
Männer größe M",https://www.vinted.fr/items/3606738653-carhartt-windbreaker,manteaux
Carhartt Jacke mit Kapuze,Carhartt,20.0,3,4,5,46,"Sehr guter Zustand. Übergangsjacke,  Zahlung per PayPal!",https://www.vinted.fr/items/2911615075-carhartt-jacke-mit-kapuze,manteaux
Carhartt Battle Parka,Carhartt,20.0,4,5,5,7,Verkaufe schwarzen Carhartt Battle Parker Größe S in gutem Zustand. Bei Fragen gerne melden :),https://www.vinted.fr/items/5565403520-carhartt-battle-parka,manteaux
Carhartt Regenjacke,Carhartt,15.0,4,1,No rating,No evaluations,"Gebrauchte Regenjacke

Kein Verkauf über Vinted",https://www.vinted.fr/items/5933711918-carhartt-regenjacke,manteaux
Carhartt Nimbus Pullover (Winter) Windbreaker S,Carhartt,45.0,3,13,No rating,No evaluations,"Ein Jahr alt kaum getragen. 
Keine Gebrauchsspuren siehe Fotos.",https://www.vinted.fr/items/979270663-carhartt-nimbus-pullover-winter-windbreaker-s,manteaux
Carhartt Parka weiß,Carhartt,24.0,4,8,5,2,Bitte erst Anfragen und nicht auf kaufen drücken! Bevorzugtes Zahlung über Paypal. Hält verdankt gut warm und hat viele Taschen. Hat leider ein paar kleinere Flecken.,https://www.vinted.fr/items/2331758287-carhartt-parka-weiss,manteaux
Vintage Carhartt Parka,Carhartt,25.0,3,4,4.9,164,"Keine Gebrauchsspuren zusehen. 
Übergangsjacke.


#skate #fashion #vintage #vintagestyle",https://www.vinted.fr/items/5810111473-vintage-carhartt-parka,manteaux
Carhartt Regenjacke,Carhartt,30.0,3,10,5,41,"Privatverkauf, daher keine Garantie oder Rücknahme 

Bezahlung per Paypal 

Versandkosten nach Absprache",https://www.vinted.fr/items/3766777885-carhartt-regenjacke,manteaux
Carhartt Jacke,Carhartt,55.0,2,9,4.1,35,"~ Große/Size - S 
~ Zustand wie neu 🔥🔥🔥
~ Farbe - Gelb 🟡
 sehr warme Jacke 🧥",https://www.vinted.fr/items/5471103605-carhartt-jacke,manteaux
Veste Carhartt Noir Logo Bordee S,Carhartt,120.0,3,0,4.7,756,"🤍Veste unique trés exclusive🤍
Bordeé 🧵
✅ 9/10 en parfait état
 Expédition le jour même 🚚🚨
 🔖100% d'origine
Avez-vous besoin de Ⓜ️esures?  Me demander! 📐
Ancho (axila a axila): 
Largo( manga, desde el hombro): 
Largo: 
Ancho (hombros):",https://www.vinted.fr/items/6009538683-veste-carhartt-noir-logo-bordee-s,manteaux
Carhartt wip veste technique,Carhartt,180.0,3,1,4.7,287,"Collection japonais, veste Carhartt taille M
Veste dans un état neuf, tissu technique, résiste au vent et à la pluie.",https://www.vinted.fr/items/6008652365-carhartt-wip-veste-technique,manteaux
Carhartt jas blauw medium,Carhartt,108.0,3,3,4.9,41,"Mooie dikke jas van Carhartt. Origineel en no fake!  Blauw en in goede staat!
Gevoerd en prima voor de winter",https://www.vinted.fr/items/5998101863-carhartt-jas-blauw-medium,manteaux
Abrigo carhartt,Carhartt,120.0,2,0,4.9,45,"Está completamente nuevo,abriga bastante",https://www.vinted.fr/items/6008104084-abrigo-carhartt,manteaux
Veste Carhartt,Carhartt,140.0,3,0,4.9,177,"Veste Carhartt taille L 
Modèle « Super Dux Relaxed Fit Insulated Traditional Coat »
Très bon état",https://www.vinted.fr/items/6008843038-veste-carhartt,manteaux
Manteau carhartt,Carhartt,105.0,2,0,4.9,14,"État comme neuf✨
Pas porté 
Dm pour plus d’info\photo📸
Prix négociable",https://www.vinted.fr/items/6002523271-manteau-carhartt,manteaux
Chaqueta Naranja Carhartt,Carhartt,101.4,1,3,No rating,No evaluations,No description,https://www.vinted.fr/items/5990501931-chaqueta-naranja-carhartt,manteaux
Veste-blouson Carhartt camel/pour homme.,Carhartt,150.0,4,0,No rating,No evaluations,No description,https://www.vinted.fr/items/6024689218-veste-blouson-carhartt-camelpour-homme,manteaux
Balto jacket Carhartt,Carhartt,149.4,1,0,No rating,No evaluations,No description,https://www.vinted.fr/items/6000823321-balto-jacket-carhartt,manteaux
Carhartt Arlington Coat,Carhartt,124.0,1,1,4.9,141,"Carhartt Arlington Coat originale, colore Nero, taglia S.
Nuovo con cartellino, mai indossato.
Pelliccia interna, molto caldo.
Cerniera e bottoni dorati
Prezzo trattabile.
Per ulteriori foto o informazioni non esitate a contattarmi.",https://www.vinted.fr/items/6002551531-carhartt-arlington-coat,manteaux
Abrigo Carhartt hombre,Carhartt,140.0,3,0,5,5,"Abrigo Carhartt en buenas condiciones, comprado el invierno pasado. Se vende por falta de uso, no tiene ningún signo de desgaste.
Precio nuevo 270€.

Talla L.

#abrigohombre #abrigocarhartt #parkas
#parkahombre #parkahomme #parkacarhartt
#carhartt",https://www.vinted.fr/items/6007710054-abrigo-carhartt-hombre,manteaux
8 mile Carhartt Eminem,Carhartt,275.0,1,9,4.9,155,"Veste neuve jamais portée 
Étiquette visible sur la manche droite
Acheté le 22/11/2022 sur le site Eminem online store pour les 20 ans du film
Preuve d’achat disponible 

Retour refusé

⚠️ Envoi uniquement par La Poste Colissimo ⚠️
(si autre choix de livraison choisi = vente annulée)",https://www.vinted.fr/items/5992072143-8-mile-carhartt-eminem,manteaux
Veste Carhartt Camel taille M,Carhartt,150.0,3,0,4.6,46,"Veste Carhartt Camel, taille M. Veste chaude, idéal pour le ski. Très bon état.",https://www.vinted.fr/items/6003114318-veste-carhartt-camel-taille-m,manteaux
Giacca Carhartt,Carhartt,120.0,3,1,4.9,60,"Giacca Parka Carhartt WIP uomo/donna, perfetta per l'inverno. Super calda e comoda. 

#carharttwip
#carhartt
#trapperparkacarhartt
#giubbottoinvernale
#giubbottobluscuro
#giubbottouomo
#giubbottodonna",https://www.vinted.fr/items/5992558924-giacca-carhartt,manteaux
Carhartt Trapper Parka,Carhartt,110.0,3,0,5,4,Excellent condition.,https://www.vinted.fr/items/5987961875-carhartt-trapper-parka,manteaux
Giubbotto carhartt nuovo taglia L,Carhartt,160.0,2,0,5,6,"Giubbotto nuovo senza etichetta, vendo perche la taglia per me é troppo grande
ideale sia per inverno che per primavera
prezzo originale 200",https://www.vinted.fr/items/5995834877-giubbotto-carhartt-nuovo-taglia-l,manteaux
Brand new carhartt jacket,Carhartt,195.0,2,0,No rating,No evaluations,"never worn jacket, bought it and i didn’t like the way it fitted",https://www.vinted.fr/items/6002842158-brand-new-carhartt-jacket,manteaux
Detroit Jacket Carhartt L,Carhartt,125.0,4,8,4.9,168,Workwear jacket,https://www.vinted.fr/items/5953909687-detroit-jacket-carhartt-l,manteaux
Giacca Carhartt,Carhartt,150.0,4,0,4.4,459,#giaccacarharttoriginale,https://www.vinted.fr/items/5985155173-giacca-carhartt,manteaux
Casaco Carhartt X Invencible tamanho XL,Carhartt,200.0,3,3,4.7,87,"Casaco Carhartt X Invencible tamanho XL
Usado algumas vezes mas em bom estado 
Pequeno defeito nas mangas (fotografias )
O defeito faz com que o preço não seja o real 
Negociável",https://www.vinted.fr/items/5987837518-casaco-carhartt-x-invencible-tamanho-xl,manteaux
