Title,Brand,Price,ItemStatus,NbFavourite,UserRating,NbEvalUser,Description,URL
Carhartt Mütze,Carhartt,7.0,Good,13,5,10,"Wenig getragen 

Einheitsgröße",https://www.vinted.fr/items/5479933184-carhartt-mutze
Casquette carhartt,Carhartt,20.0,Good,3,4.2,14,Casquette carhartt,https://www.vinted.fr/items/5479901411-casquette-carhartt
Chapéu carhartt,Carhartt,12.0,Good,23,4.4,10,Usado muitas poucas vezes,https://www.vinted.fr/items/5476166431-chapeu-carhartt
Carhartt Cap,Carhartt,15.0,Good,11,5,27,"Some signs of wear but still in great condition.

The lettering on the front is pealing away as you can see on the photo.

One size.

*NO REFUNDS AND NO RETURNS… MAKE SURE YOU READ THE DESCRIPTION AND CHECK THE PHOTOS*",https://www.vinted.fr/items/5471915997-carhartt-cap
Backley cap Carhartt,Carhartt,25.0,Good,31,4.6,46,Casquette Carhartt couleur crème,https://www.vinted.fr/items/5470430869-backley-cap-carhartt
Cappello,Carhartt,10.0,Good,18,4.5,40,"Cappello usato diverse volte, ma nel complesso in buone condizioni",https://www.vinted.fr/items/5465045022-cappello
Grey Carhartt Cap,Carhartt,8.0,Good,6,5,4,"Great condition 
Price not negotiable",https://www.vinted.fr/items/5456742655-grey-carhartt-cap
Carhartt casquette délavée grise/bleu,Carhartt,35.0,Good,10,4.6,165,"Casquette carhartt usa « sun faded » ( kanye west ) 

Conditions 8/10 usée 

#distressedhat #distressed #workwear #workhat #carharttusa #skate #skateboard #y2k #2000s #2000 #indie #cottage #cottagecore #worker",https://www.vinted.fr/items/5444815676-carhartt-casquette-delavee-grisebleu
Casquettes Carhartt,Carhartt,10.0,Good,14,5,7,Casquettes porté plusieurs fois mais encore en bon état. Bande anti transpiration.,https://www.vinted.fr/items/5427302229-casquettes-carhartt
Carhartt Paccbet Cap,Carhartt,25.0,Good,5,5,8,Siehe Fotos,https://www.vinted.fr/items/5390082412-carhartt-paccbet-cap
Carhartt Kappe,Carhartt,10.0,Good,4,4.4,21,"Hey,
Verkaufe meine Carhartt Kappe. Hab sie neu gekauft und echt selten getragen.

Condition 8/10

Bei weiteren fragen schreibt mir einfach 🙋‍♂️",https://www.vinted.fr/items/5376659980-carhartt-kappe
Cappello Carhartt grigio,Carhartt,8.0,Good,4,4.7,154,"Cappello carhartt grigio
Ha bisogno della leva pelucchi",https://www.vinted.fr/items/5359471918-cappello-carhartt-grigio
